,tf_idf,word
17442,13.750079374420839,helps
31029,13.738847465926522,rocking
11908,13.70825062951092,drunk
7862,13.706979344897785,chea
20729,13.706865485403432,killed
29257,13.685357160380258,public
16115,13.68493740535634,gotten
4069,13.67528196017093,awake
9249,13.644452708615486,cooking
35067,13.641360112824968,streaming
2337,13.628306904623589,action
11884,13.618811898396359,dropped
18208,13.61823896424619,hrs
38118,13.612415783048244,truly
23179,13.6120706990864,mark
17793,13.598777624059286,hoes
1157,13.596775327494019,3rd
37811,13.589384907346279,trade
12638,13.558225705793149,ends
20772,13.540513850815264,king
33741,13.533055111203435,snowstorm
13226,13.530306903749356,experience
40087,13.530206342171013,wdisplay
28381,13.522916151549762,pocket
249,13.518837137942247,10pm
10846,13.51227916321741,derby
27317,13.510029974338586,parade
33754,13.507559486976145,snuggle
32289,13.490154967863473,sent
33190,13.489735074336846,sis
13344,13.488108360075785,fab
23746,13.486139951067257,messed
1535,13.481171189306815,5pm
23246,13.469974162317506,mary
32112,13.460158948527205,seasons
27228,13.453745595479043,palm
2966,13.450655081596832,alot
4428,13.413265196913192,baltimorenetradio
7525,13.412053976403028,caused
39194,13.40344568377381,van
29831,13.394371324872177,range
157,13.362627022730267,1000
11211,13.356704455263284,dirt
11659,13.356657885950822,double
30018,13.344367957834276,realized
29501,13.342838456975322,quarter
2562,13.325935774263698,against
39961,13.324001003226863,watchin
21850,13.315002838570562,lie
1657,13.286244027854101,6f
34039,13.273046075878046,sort
28226,13.258615267755438,planting
16638,13.249646961353003,gusts
22465,13.22168722598455,louisiana
14413,13.214592912278974,force
4018,13.203082880535343,available
7163,13.197748233825424,canada
21182,13.196385279341888,lack
32119,13.172302357220715,seats
17610,13.157371845969312,higher
5525,13.156927838077186,blankets
41211,13.14341466089959,woohoo
42031,13.132450294990534,yummy
35171,13.126196871941833,students
2064,13.119117602052496,____
26118,13.111431575842204,number
29101,13.092718191264266,prolly
35454,13.08822613643182,summers
12518,13.064343670701069,email
35700,13.054759983322915,surprise
11792,13.05321803606252,dream
24168,13.049618245931793,mist
33768,13.048464596431407,soaked
18220,13.043374481706213,htt
39020,13.037548173102746,usa
36937,13.027061230469009,third
39956,13.020503417392675,watched
1134,13.018221277263924,3f
32092,13.000850902925002,search
4076,12.968100296133933,aware
15762,12.956928330167383,glee
24883,12.95356114247083,municipal
2480,12.947595776678327,advisory
26831,12.924808152094162,orleans
19955,12.918209077858508,jefferson
7030,12.91109698141844,cake
35063,12.907806076490646,stream
11814,12.89184834950465,dresses
11691,12.891382264203838,dover
4063,12.888413697476027,aw
2335,12.887126688374526,acting
38938,12.866492169801477,upon
37930,12.864522506137662,treat
7003,12.846223212201103,cafe
8869,12.845566268357725,community
36441,12.83677292924746,tee
39417,12.809615972601673,viewing
34565,12.796308456848363,sse
14066,12.768872436369332,flag
20619,12.752092119394058,kept
33216,12.733717890648933,situation
9104,12.70590743674039,considering
40769,12.680264219978971,wicked
3454,12.674797714032296,appropriate
4640,12.668298678515356,batman
6525,12.666827893843521,brrrr
30892,12.659354088739088,rising
22913,12.64499437417304,mainly
19013,12.635185213588544,indeed
5937,12.629977522147646,books
39943,12.627688409986165,waste
3359,12.626418834679273,anyways
15415,12.60795338768041,gear
22420,12.603504982873986,los
38796,12.601342478698896,union
3632,12.60044799280095,arrive
6742,12.59744933540705,bummer
36478,12.595209014121052,telling
3343,12.595057994931889,anybody
11863,12.586462155802094,drizzle
31309,12.578802252692753,ruin
6983,12.5785576040908,cable
6351,12.574827256272195,bridge
24430,12.573021654385817,monsoon
40212,12.569639058909129,web
8484,12.56795339855895,clothing
3479,12.563772475618157,apt
9527,12.560918748723418,covers
17234,12.560364339498298,heads
28953,12.53013799698883,prices
14040,12.526830322497474,fix
22423,12.526403258963155,lose
37716,12.524498640665925,touch
25158,12.523860271922528,nascar
39513,12.504932598497764,vitamin
12646,12.502240436876106,ene
5625,12.500972156558255,block
31686,12.495470993924066,satellite
19050,12.493624433269595,indoor
38551,12.484481087229934,ughh
34716,12.483329267369205,statesville
14628,12.481889229309425,franklin
8810,12.476460068167386,comfy
31890,12.475666863268588,schools
5090,12.462255797670645,besides
17782,12.441040807326832,hockey
31640,12.434283546643261,santa
28334,12.421248808807121,pls
18230,12.412447714428941,hubby
26770,12.412265401051892,orange
15309,12.410315005821436,garage
19775,12.396892551035519,jackets
15749,12.38983417889206,glass
21613,12.388752789064075,leg
21946,12.37442061578524,likes
297,12.360798875863034,11pm
31524,12.346947401432427,sales
28261,12.321373678662143,playin
32976,12.31258251169345,shyt
8365,12.302258138000703,cleared
18382,12.29833143186021,husband
18262,12.293014786784612,hugs
17905,12.288868352898149,homework
34915,12.286380161340574,stoked
30273,12.282723180055768,refuse
42110,12.267862343016702,zero
7127,12.26206963495212,camera
16249,12.257591363173415,grateful
41185,12.256724056493546,woo
41261,12.245435613963691,worked
11475,12.242535688866049,doe
6388,12.23904490411095,brilliant
20916,12.23407512135661,knowing
25128,12.232197990164183,napavine
37634,12.223571336331174,tops
25906,12.195510037792134,nose
11479,12.193678904802756,doesnt
13434,12.192890298758662,faith
39758,12.183220184361902,walkin
39935,12.1783829624795,wasnt
21936,12.167988901549462,liked
7258,12.133446825863832,canyon
17823,12.128227696047652,hole
41446,12.127072630542251,wsw
596,12.125872422253769,200
14343,12.121149362077364,followed
881,12.119308631215516,2f
28633,12.104111544070902,possibly
30141,12.097562664805835,recovery
4898,12.090589524556181,beers
11798,12.088264318925223,dreams
38386,12.071616500834633,twin
24545,12.069601416212643,morn
12677,12.069487541034501,english
35090,12.068009360784993,stretch
5297,12.06393720787546,biking
17112,12.05790769935113,hating
5988,12.050320506689898,booty
11739,12.048886367814516,dr
9558,12.036298530619193,cozy
28125,12.032938545980588,piss
2778,12.02368172436311,album
7666,12.018985198285828,certainly
12180,12.013355119727896,easier
34967,12.00265776251224,stories
9239,11.993105384287535,cook
3733,11.981149914018483,asking
29053,11.941558963319949,producing
26705,11.925614256598928,opened
13593,11.924492818438711,fav
8325,11.921662051691762,classic
41120,11.914804501143557,wnw
39824,11.903585016612306,wanting
8512,11.90283881623381,cltwx
14064,11.899873602135182,fla
3656,11.896740952998137,article
18115,11.893040444629204,hott
20895,11.88148701392726,knock
35293,11.875267933252276,success
5833,11.870124194231238,boise
40273,11.843195502153307,weekends
37167,11.837070207530491,thurs
40011,11.832439875703821,wats
22731,11.825097490871967,lying
34259,11.818371078313868,spell
19137,11.813645423363216,ing
4107,11.805876085938845,awhile
5763,11.803894004742567,board
36252,11.803724897558318,taste
2634,11.803318649327576,ahhhh
31086,11.802412934089698,rolls
4626,11.795285024510678,bath
17984,11.794773196803456,hooray
2654,11.79472053038717,aid
27201,11.785214079917813,pair
11888,11.774909698589648,drought
40775,11.774859323264153,wide
20115,11.751037309863467,jog
18068,11.748261952026253,hospital
12176,11.741991180318522,eas
1930,11.74183351563467,89119
41007,11.73028080593298,wishes
28869,11.730147511752916,preparing
32882,11.7297993351475,showed
1252,11.723455383560648,45am
33798,11.719521167911115,socal
24648,11.71719881381705,motorcycle
3079,11.710497873838753,america
22504,11.708540819421383,loveit
18892,11.6808718431346,important
17284,11.678143177036443,heating
34018,11.677592847751814,sore
13684,11.677292684059616,feed
13654,11.67335540425144,fear
36638,11.671041419382052,tgif
27751,11.6679954350718,perfectly
29105,11.66172075199648,promise
13102,11.636421416103289,ew
15619,11.636418086959754,giant
31356,11.634294818807902,runs
13173,11.626025568741893,exercise
33041,11.615015682987716,sight
26354,11.608924040519858,officials
11125,11.575762798245377,dig
11292,11.565531173828651,dislike
946,11.559897605171875,300
38637,11.55793363096,ummm
33558,11.555901345490883,smells
6421,11.544332648367018,british
2350,11.539677771232471,activities
25737,11.531701117968918,nnw
9291,11.526816579248862,cooperating
5585,11.515518091869334,bless
19466,11.510915954054175,ipod
4202,11.507851355241533,babes
8735,11.500011910595559,color
19903,11.496835199805304,jazz
8468,11.483042232073759,closer
36202,11.482625907200772,tap
32145,11.47106890352995,seconds
26476,11.464122293357427,ol
7141,11.45716772264486,camp
20107,11.45372913722586,joe
31968,11.452871684378437,scott
22231,11.450457305734224,location
27770,11.441867847608568,period
6717,11.42753053277192,bulls
16810,11.42284609134817,hall
19574,11.417203290612242,issue
20264,11.401250788206895,jump
21770,11.399517782528376,letting
26556,11.39815895713537,ominous
12171,11.396043860918462,earthquake
29692,11.39330235163036,rainbows
17429,11.381671264326648,helped
39868,11.366855111135896,warms
12621,11.36391048104752,ended
2342,11.361093607225778,activation
40050,11.349422088819459,ways
41942,11.347605063570668,young
37593,11.338917100834491,tooo
33595,11.33452264238916,smoking
25847,11.33294821316683,nor
3200,11.310946301082822,angeles
24663,11.301433848004184,mount
22776,11.293567595903445,mac
39921,11.278434202254616,washing
22229,11.270634816373253,located
6074,11.268621260407228,bottle
2474,11.261280646537676,advice
4806,11.250432554563146,beats
3356,11.241958911925508,anytime
37743,11.239073592499668,tournament
39892,11.233015327319658,warren
18216,11.2288049103977,ht
21781,11.228765989884621,levels
10829,11.224832191854706,depressed
10091,11.223867267101502,cutting
40029,11.216760458925108,waves
10994,11.216458018613507,devil
6097,11.214234867758742,bound
42024,11.198692960609339,yum
9035,11.197950133383433,confirmed
33274,11.186773061058249,ski
30097,11.184782970394496,recently
18550,11.177427922175958,ideal
11130,11.153370192692359,digging
23301,11.148594916702898,match
16292,11.148526061064631,greatest
10391,11.141468643105796,daughter
18379,11.139057367713479,hurts
14151,11.132750665139005,flights
1154,11.118556344981005,3pm
23753,11.117022897779377,messing
41075,11.110133157156923,wknd
11281,11.103818553814346,disgusting
1772,11.10076458307594,77f
37504,11.094024779029414,tom
24749,11.092080547180855,msnbc
22096,11.091959426212544,livecams
30104,11.0843691681397,recipe
20818,11.081502259887387,kitchen
37082,11.05355649314319,throughout
30481,11.04610829754069,repeat
5755,11.041347507256956,bmx
34983,11.04117599452002,storming
18999,11.036902466516466,increasing
427,11.034605290986088,15th
2149,11.029975590768107,abc
31474,11.029534713411408,safely
32456,11.027882920286375,sh
6548,11.02758563333872,brunch
20320,11.02746375289782,justin
15029,11.016259900358257,fuk
4830,11.01484841695947,beauty
34065,11.00888433716854,soul
27750,10.994242081240028,perfection
17347,10.987899239633741,hehe
9851,10.986935509323324,cruise
27971,10.980778199764858,phx
30550,10.974614968231581,rescue
1237,10.974106384163115,44f
31757,10.968627572774336,sayin
24702,10.967002700509449,mow
4378,10.962911499028195,balcony
26306,10.923687860870245,october
14444,10.92073710953547,forest
9121,10.909008546602276,constant
10682,10.903543381753753,delaware
7526,10.89776061959314,causes
39499,10.893897716508251,visiting
13523,10.887340511884192,farm
6111,10.88704126136314,bouta
16489,10.885767135874662,growing
21571,10.884364218224693,leather
30116,10.877607468395698,recommend
33881,10.873904893267857,solid
24706,10.871977965675844,mowing
16839,10.870647846949991,hamilton
38134,10.867474497093404,truth
34925,10.858130440769223,stone
33092,10.855319849977548,silly
29720,10.852365382158228,rainin
7528,10.842660139487199,causing
30395,10.841197689101973,remain
14709,10.837392683756626,freeze
36629,10.834101532585912,tf
26384,10.82670103886744,ohh
18791,10.824298266841097,image
24762,10.807277468637091,mswx
25794,10.802953089664015,nola
29108,10.802912423800873,promising
41605,10.797116205633461,xoxo
35858,10.791032870041978,sweatshirt
24144,10.783031535754867,mission
35861,10.77931612244369,sweaty
17946,10.770136277276636,hoo
21448,10.764760207076124,law
32491,10.761561565725785,shame
41045,10.756828282258672,within
33865,10.755893733913553,solar
32272,10.740907356788446,senior
7269,10.738443053369696,cape
17923,10.718307964343252,honestly
40228,10.708848644664359,website
4125,10.70882491828828,awww
9827,10.70793914764708,crowd
8152,10.703119935338412,christmas
29708,10.69568315713502,rainfall
24534,10.683204329529186,morgan
37225,10.681084302088912,tigers
1336,10.677619499997142,4pm
22154,10.673746299194784,lls
16639,10.66665428104477,gusty
21462,10.661225251534802,lawrence
40374,10.659934165612619,weren
4781,10.656475967952323,bear
38077,10.646233040178814,trouble
30419,10.636982716339253,remind
37410,10.635689039363486,tmrw
21530,10.630819802720035,lead
33839,10.62821777317138,soft
23419,10.622140508932038,mb
21634,10.62171463244917,legit
39877,10.621178427437123,warned
23759,10.613117556196544,met
21419,10.607555570624767,laugh
36036,10.598367744262374,ta
4632,10.59546152784971,bathing
12365,10.589568960747597,effin
24279,10.583153678109502,mobile
31211,10.581231735950215,route
37911,10.580690838651112,traveling
29087,10.579586430197777,progress
32381,10.579206368531095,seven
6280,10.569046662826366,breath
11887,10.568519971873448,drops
11009,10.567467574896469,dew
15827,10.56259278254752,gm
40567,10.546331970930355,whenever
3861,10.526230838521187,atleast
2195,10.52101038146161,abq
7122,10.52033646567776,camden
8334,10.520258232802487,classroom
13078,10.514313592438324,everytime
6579,10.513196793375537,bs
373,10.507560283686944,13th
11116,10.504515945979117,difference
21912,10.496497254202863,lighting
39399,10.494771958347204,videos
4469,10.483704982291107,bank
32001,10.473384998506539,screen
37193,10.471671351856706,tickets
18977,10.469512953506934,includes
24193,10.465905493603863,mixed
30281,10.462570866863622,regardless
6800,10.45765230000769,burlington
7491,10.442553500024504,catching
18212,10.442036905667148,hrweather
24777,10.421774512598024,mtn
13673,10.413069796842061,february
31185,10.406994216200273,rotation
32655,10.404792217123632,shift
11709,10.403866015723258,downpour
8802,10.402998614145794,comfortable
42141,10.399235508714057,zone
6660,10.390224064720655,buffalo
12254,10.389408616366799,economy
11620,10.379087824394665,doors
33143,10.369632297972608,singapore
14430,10.366393166354342,forecasts
22469,10.366264472503747,lounge
9052,10.34001286103981,confusing
25454,10.33475944862801,nevada
38914,10.333909127972698,upcoming
30263,10.332244052522553,refreshing
11671,10.330718776986766,doubt
22433,10.330541530880431,loss
41303,10.328954954987317,worn
31073,10.326137282505917,rolled
32843,10.324170318850166,shots
38764,10.320379214925282,unfortunately
8397,10.309563994093285,click
24221,10.306896276759089,mlb
5653,10.305629721409359,blonoweather
9526,10.303098845145856,covering
37293,10.301917665598381,timing
10228,10.301084840512802,damaging
18363,10.299944312391872,hurricanes
11129,10.29655790515396,diggin
35531,10.285957419338851,sundress
21594,10.278604188673853,lee
39942,10.276816463266549,wassup
9406,10.274841397272773,cos
11302,10.269563078950359,disney
29394,10.262445286796043,pushing
20735,10.262018084708712,killin
23977,10.259704721990294,miller
38209,10.251928785936688,tues
34596,10.250997825458601,staff
35572,10.250673465638725,sunscreen
13241,10.248920249607044,explain
21675,10.246804267263068,lemonade
41128,10.24256947681294,woah
5315,10.241966682882095,billings
3272,10.229271844690187,annual
32370,10.228831832323497,setting
19770,10.22238054022505,jack
15088,10.213182480911879,funnel
10907,10.212794347146948,desk
8918,10.209558024678232,completed
1197,10.20609192410033,41f
15631,10.20074976953409,gift
28017,10.181561536874177,piece
6666,10.175181912631823,bug
11583,10.175001308237919,dontgetmestarted
5308,10.173248707412279,bill
39996,10.171880331351602,waters
22861,10.171708968850954,magic
8875,10.16782110867941,como
11989,10.144344281841137,duh
29214,10.135083404104725,ps
37060,10.134378790876633,threw
12892,10.134072229720363,escape
4581,10.125593265477944,base
29566,10.12559276258139,quit
33551,10.124779211248244,smdh
34523,10.12107960316559,square
14100,10.120843694339166,flat
41239,10.115484681219279,woot
4370,10.111032008180016,baking
18996,10.098391804845578,increase
14428,10.092409376081733,forecasters
34935,10.089929900431384,stood
8884,10.08786669083361,compared
9246,10.084358922521645,cookies
12366,10.083752181376736,effing
18211,10.078221631209408,hrva
17759,10.075481488757468,ho
11238,10.074197677390504,disasters
6757,10.068939258380516,bunch
33802,10.063042261671654,social
16147,10.055194126516875,gr8
10279,10.054575475679838,dan
41305,10.048887448777961,worries
11795,10.046104422440663,dreaming
18204,10.042693494628638,hr
17143,10.037146564872586,havin
3907,10.030537587795399,attitude
41602,10.004095638097468,xo
23248,9.98303346619521,maryland
15179,9.982134136057839,fyi
1610,9.976104538508714,64f
38872,9.974124451588143,unsettled
17990,9.973253412969427,hop
4139,9.972061861162928,aye
15439,9.971816014172024,geez
12355,9.967268456400959,effective
6281,9.964515030558836,breathe
28698,9.958916548821243,pour
37326,9.957847915825493,tip
26168,9.95552897676996,nwsbhm
36130,9.954913265132529,talked
23357,9.954020376133773,max
40767,9.953664803393716,wichita
18873,9.952315399840769,impact
30305,9.950561752587689,regular
25232,9.950004555406982,naw
31156,9.949154966197083,rose
208,9.945153691331985,102
5052,9.944931301646548,benton
19274,9.929180695245734,insurance
13947,9.90458457408585,finishing
11071,9.90075453997778,dick
21295,9.900444188328533,lancaster
10926,9.894173735274931,destination
33052,9.877234900287501,signal
17790,9.876351646153987,hoe
20744,9.868884214271418,kills
31310,9.859019926448966,ruined
3839,9.857387223401236,ate
4869,9.843219389482424,bedroom
20609,9.835374560830923,kent
35309,9.832611144574777,sucked
14301,9.832227736947734,fo
33974,9.828621827568362,sonic
8547,9.82798825156239,cnn
38142,9.826632435536615,tryin
14489,9.823524600879729,forreal
33281,9.82161097902152,skiing
3423,9.81076847897503,apple
35056,9.806075939226407,strawberry
28139,9.803647506201012,pitch
17633,9.796386605493748,highway
9748,9.793128844386269,crib
20645,9.793083812846763,key
34811,9.785534573039728,stepped
21528,9.784120467754729,le
29445,9.783687501003351,qa
38001,9.783218677264555,tried
37073,9.780228939399677,throat
41623,9.778523732918924,xxx
38401,9.768440274883751,twister
6570,9.763858397935346,brutal
37133,9.762525267679807,thundering
17367,9.759009823153987,held
27470,9.75797357065235,patchy
31050,9.757279197793656,rode
32588,9.754715434088235,shelby
21430,9.753648524231902,laundry
5402,9.74114906263432,bitches
4988,9.737066397083675,bellevue
5591,9.731702510346786,blew
31843,9.729025114270431,scene
6945,9.7258175029373,bye
29295,9.718581833870367,pulled
37011,9.718573595432499,thor
26498,9.71197966325465,ole
28758,9.707304863737502,praise
33179,9.696208613909983,sir
32509,9.687334645409639,shape
37562,9.686409301899769,tons
33170,9.68116788306609,sioux
27318,9.679982355528615,paradise
8007,9.67470653396337,child
33998,9.673666494349625,soooooo
33574,9.672947375733958,smiling
39839,9.667018088217588,war
13924,9.660375342893488,finding
3120,9.659971164374458,amp
8998,9.657643182385652,conditioner
18046,9.653521492554335,horse
38553,9.652833916420654,ughhh
1518,9.64628440307041,5k
29100,9.642845945571446,projects
4594,9.630355971525704,basically
12588,9.61879910351981,empty
293,9.614929286056624,11am
12427,9.611965159280265,electricity
5824,9.602740098969258,boi
6819,9.602535446006943,burr
13896,9.600530250653879,finale
5358,9.599293192726693,bird
29047,9.59439348705464,produce
10888,9.582042359412062,deserve
35782,9.580896156507926,svr
13762,9.572729644749156,fenway
28865,9.57064616647486,preparedness
3804,9.56380532127719,ast
11497,9.56380532127719,doha
10507,9.562263127863112,dealing
30609,9.553490980782442,restaurant
6922,9.526430192259717,buzz
41105,9.521802230977713,wmiwx
13556,9.507747599693966,fashion
22004,9.506095353677072,lines
28949,9.500631147307992,price
5953,9.495674418665981,boone
30057,9.481364695068574,reasons
25726,9.474281107741701,nmfire
29176,9.468383717685102,proud
36926,9.459903968076787,thinkin
631,9.459666908505518,2012
6678,9.454765385001144,build
36759,9.443560397745376,thee
25046,9.439937221496578,na
4055,9.433783179599088,avoid
1166,9.431681954128212,400
25859,9.430362926575862,norfolk
30771,9.430030076880804,ri
35513,9.42275315559229,sunburn
23175,9.41149495898361,marion
37052,9.407025947036313,threats
10726,9.404330067248956,dells
6506,9.402380974175376,brothers
37721,9.395042177648934,touched
30808,9.38776503819877,riders
35792,9.386212971002939,swag
29362,9.384738119864931,pure
29353,9.384722320284187,puppy
36388,9.379483814195709,teams
9074,9.367959795076192,connection
26666,9.358191606748324,oooh
8021,9.356550890963543,chili
19001,9.353038526540395,incredibly
42015,9.349568536813848,yucky
4205,9.347500783095793,babies
21851,9.338386389735525,lied
8549,9.334717674670458,cnt
13516,9.332625897557316,fargo
7707,9.330258757306881,chair
27511,9.317318955645858,paul
33937,9.31430661036558,sometime
26056,9.31282726681767,nowplaying
6526,9.30391366004525,brrrrr
26230,9.30246462548188,obama
6656,9.294308963175187,bueno
31418,9.29072555712678,sa
9715,9.29035865788579,creek
27182,9.283247690553234,paid
31028,9.274870606524477,rockin
23606,9.265760092710055,meh
15748,9.260669728204736,glasgow
14905,9.258670213624685,ftw
40219,9.252525872312027,webcast
23303,9.25209039000438,matches
33107,9.251111446656871,similar
5778,9.244997050529824,boating
10765,9.229851275854129,den
22575,9.222695223681816,lowe
3868,9.221311203724387,atmosphere
29400,9.220090008337753,pussy
11972,9.21740075620973,ducks
37656,9.215766477674617,tornadic
23845,9.210936813106612,michael
27913,9.210162505794806,philippines
33433,9.209798897624578,sleeves
35156,9.209075647704552,sts134
20055,9.209020729055872,jim
18793,9.206294741666383,images
20099,9.201012717388867,jobs
26420,9.200295505037852,oil
28773,9.20017090539043,prayer
32353,9.194716603568406,services
24803,9.187228837166494,mud
3289,9.162781385688954,answer
39767,9.162143446376307,walks
25895,9.160965761194278,northwestern
9937,9.15907726214762,cubs
6789,9.153123643438072,burger
37500,9.148456708916564,toll
7734,9.139742736390858,championship
23774,9.132652665607004,meteorologists
26787,9.131260276074713,ordered
3215,9.130501953700627,angry
18530,9.119951090782607,icky
7987,9.113893879125222,chick
39321,9.095797523152212,vermont
1209,9.088065405715325,42f
16165,9.084456703318452,grad
23810,9.08345576802332,mf
190,9.079260086810095,1010
13839,9.074498672902823,fields
10867,9.065247467270598,des
34246,9.063576673809846,speed
35928,9.059035261730024,swing
9771,9.051524792508646,crisp
26908,9.051326261824006,ours
26715,9.05034479985291,opens
3118,9.050223469363987,amount
21891,9.048399316865272,lift
27995,9.046355242229525,picking
34056,9.046229849131478,sotellmewhy
8071,9.043852961395555,chirping
11122,9.038029000463235,difficult
18320,9.032015110492551,hun
26042,9.019637279833884,november
23146,9.014598071229084,margaritas
7172,9.01417582096343,cancel
31363,9.013301051184651,rush
10819,9.010670167074935,depending
14071,9.008287176520685,flagstaff
34594,9.005508129556107,stadium
25420,9.004415755380162,nervous
9746,9.00289965604362,crews
8827,9.001434266993167,commencement
29833,8.9986151143827,rangers
19756,8.996223220665623,iz
33496,8.987330773760219,slowly
22429,8.984520257507214,losing
23929,8.983401714693997,mighty
32706,8.982699812474987,shirts
24236,8.982439760189612,mmmm
1184,8.979789697077772,40s
13338,8.976017826632305,fa
14190,8.971027541139383,flooded
7266,8.969839959811264,capable
16506,8.962420208233068,grrr
5588,8.95954667668919,blessing
27363,8.957754425480324,parks
32247,8.957433841149513,semi
21542,8.948375380741304,league
39559,8.946290162084027,volleyball
13882,8.943549580790732,film
9453,8.928594911622003,couldnt
3225,8.920839546219714,animals
31319,8.918550887679128,rules
11853,8.918525542179367,drivers
7318,8.916011508466836,card
32866,8.913886092650882,shoutout
23191,8.90206720424617,markets
30452,8.887845748341107,reno
16772,8.886358461649241,hailing
35126,8.877648701922316,stroll
28540,8.877362512202655,popping
11216,8.870563945144553,dirty
1789,8.86983439895652,79f
31514,8.858745219913041,salad
30640,8.849138267285381,retarded
30822,8.848807549426658,ridiculously
39235,8.848698481282648,vawx
38813,8.846416596938678,university
29008,8.84212142441502,prob
9109,8.839527088496848,consistent
6361,8.837170902365967,brief
17599,8.835179578440455,hiding
8139,8.827576783641568,chris
19944,8.820231487611515,jeep
3780,8.816383196126706,assistance
4940,8.814879812276322,bein
7895,8.812828759206724,cheer
39914,8.81275359598696,washed
21472,8.80691379391981,lax
32860,8.805958385418773,shout
36411,8.805755978689568,tease
12042,8.800221415605776,dunno
25878,8.786663237777844,northeastern
24433,8.784033746108314,monster
10057,8.783899264806388,cus
16995,8.780985442476073,harder
28460,8.780797885522865,polo
7265,8.779575705700147,cap
38995,8.769221819388243,urgent
21561,8.758772573406569,learning
32477,8.755637307686328,shake
10568,8.75466971413632,decision
32466,8.751432785728994,shades
41186,8.751240212539214,wood
29370,8.746589820990625,purple
6020,8.741767337608648,born
4652,8.741143168335611,battle
35331,8.73733538165171,sucky
25813,8.737160492821502,none
28254,8.732862254731906,players
20918,8.72829780573848,known
39568,8.725175839120245,volunteers
38668,8.712761623701866,unbelievable
35721,8.703650634552265,survive
34209,8.703203843944197,speak
20820,8.702262620619543,kite
5855,8.697838789735133,bomb
12620,8.688187594080256,endeavour
29163,8.684172855078137,protect
9886,8.661272045323564,crying
5246,8.655940437548976,biggest
5316,8.655878278183796,billion
22232,8.654310567546647,locations
27259,8.653993061208062,pandora
1935,8.650462603334073,8am
30668,8.65022583535254,returns
17246,8.644414113564833,healthy
7603,8.641471950611699,celebrating
34419,8.638530744934467,spotter
1538,8.636803785875754,5th
26748,8.620024314675778,oprah
3461,8.611404315151132,apps
7465,8.606322149290271,castle
37036,8.602808266280139,thousands
33430,8.599927280518909,sleeve
38377,8.598653885288499,twice
35099,8.59796022892503,strikes
20871,8.596292442931373,knee
30809,8.589565591779824,rides
19646,8.585639291843611,itself
11550,8.582647528974315,donations
24426,8.581651616999272,monroe
33138,8.580954876739543,sincerely
16146,8.573476535091025,gr
37354,8.570758023525633,tis
1704,8.562095913670627,71full
14229,8.560971338218414,flow
5941,8.56076223214305,boom
37974,8.555876689558303,tri
7812,8.550878227921753,charleston
12831,8.53920783887978,er
10017,8.527495267287817,cure
33914,8.526588532124595,somehow
3601,8.521511000860215,arms
11099,8.518379829742038,died
18551,8.513525816026188,ideas
30548,8.504513722803459,rescheduled
34254,8.503582044516536,speedway
7966,8.501257522773095,cheyenne
25174,8.50044076696747,nat
8324,8.499897269560684,classes
5782,8.496524587307922,bob
23145,8.493990648572563,margarita
3999,8.49330809159661,auto
28038,8.49179699780277,pike
10226,8.484962003707654,damaged
27584,8.478427009849762,peaceful
5551,8.475929950844733,blazing
34314,8.471979117432008,spirit
13566,8.471964935711059,faster
41999,8.466266232774355,yrs
25436,8.465998573413719,netflix
8800,8.45903329690435,comfort
4110,8.452444799163018,awkward
8438,8.448063421988014,clinton
37539,8.436858523644144,ton
35704,8.436228546404612,surprisingly
31735,8.43434835183922,saving
33120,8.429286742396771,simply
33442,8.427464431030996,slick
11703,8.426550860435265,download
32703,8.423454565233213,shirtless
7462,8.406458321011723,cast
12914,8.4061444166134,esp
12906,8.397528554784747,ese
20692,8.39550030442605,kicking
17591,8.391396944893195,hide
2958,8.390809991865655,aloha
37173,8.387973905271684,thus
18965,8.387275628996035,inch
6370,8.3851079231554,brighten
220,8.382331321092149,105
33538,8.377584185465015,smart
37350,8.374031949619244,tires
19828,8.373449999170504,james
10332,8.373448312765198,dare
13752,8.37003404941497,fema
18909,8.361848497750179,impressive
31311,8.361281624626816,ruining
29918,8.356054086090932,ravaged
38194,8.354224640504945,tub
9697,8.3462188244881,create
15321,8.345311847757754,gardens
25374,8.341395843965664,neighbor
14307,8.336938827664722,focus
6124,8.335470315500878,bowl
36791,8.334669583315234,theme
35082,8.329867342413182,stress
24213,8.32413861859413,mke
9644,8.316462568398943,craving
8774,8.307290868536148,combo
30782,8.305990224395456,rich
13857,8.305237160792473,fighting
21357,8.30483310977957,laramie
29955,8.302550289913906,rd
11349,8.302037106012905,distance
6771,8.301519746128838,bunny
39705,8.295085927314917,waited
34113,8.290043317535972,southeastern
34576,8.285962887164791,ssw
32874,8.285908480205336,shoveling
25982,8.280919932534418,notice
34826,8.279907995797654,steve
31667,8.278922396318087,sarcasm
6741,8.27270110144513,bummed
13862,8.263238013765124,figured
16572,8.25962497214489,gud
35857,8.258751487031521,sweats
35944,8.253085594897811,switch
3093,8.248756958260369,amgen
37682,8.247392416922976,torrential
32599,8.244426379895843,shelters
34674,8.237570603723608,stars
9647,8.23618421170618,crawford
23659,8.228266096806003,memories
8924,8.227075699409697,complex
33715,8.22285982777193,snowed
28720,8.216479428103543,powerful
28630,8.2149417283205,possibility
14473,8.206594957803746,form
17926,8.201964998302428,honey
40543,8.198501979080076,wheat
37914,8.196671702138145,travels
35098,8.19649498890156,strike
